,team,opponent,goals,total_score,total_count,rank_difference,home
10413,Iraq,Qatar,3,592.5833333333334,8,-16.083333333333336,0
4002,Bangladesh,India,0,15.9,0,21.399999999999988,0
21124,Western Armenia,Chagos Islands,12,0.0,0,0.0,0
1792,Mali,Angola,0,33.1,6,-65.5,1
12680,North Macedonia,Nigeria,0,519.9166666666666,4,34.166666666666664,1
4829,Hungary,Romania,1,41.7,6,47.1,1
9932,Sudan,Libya,0,431.75,8,34.91666666666667,1
2360,Armenia,Belgium,0,10.6,2,105.1,1
9666,Germany,Romania,1,718.9166666666665,4,-17.333333333333336,0
25243,Slovakia,Russia,2,1476.0,3,-3.0,1
10600,South Korea,Saudi Arabia,0,0.0,4,-30.16666666666667,0
4803,Czech Republic,Bosnia and Herzegovina,3,64.4,7,-92.0,0
16497,Wales,Australia,1,355.08333333333326,3,74.41666666666666,1
22907,Slovenia,Belarus,0,977.9166666666665,3,-20.416666666666664,1
12639,Botswana,Namibia,1,314.9166666666667,6,-16.416666666666654,1
11457,Angola,Mauritius,5,565.7272727272727,5,-83.63636363636363,1
17064,Chile,Paraguay,0,945.0,10,-13.25,0
23389,Barbados,El Salvador,0,573.9166666666666,7,80.41666666666667,0
18874,Libya,Niger,1,529.6666666666666,10,-38.41666666666667,1
20452,Andorra,Bosnia and Herzegovina,0,7.5,2,174.25,0
11827,United Arab Emirates,Jordan,0,432.6363636363636,5,-7.0909090909090935,1
12539,Qatar,Turkmenistan,1,399.41666666666674,5,-74.83333333333334,1
6329,DR Congo,Central African Republic,2,0.0,4,-177.08333333333337,1
14853,Ivory Coast,Malawi,1,0.0,9,-104.5,0
6848,Northern Ireland,Norway,0,437.0,4,77.83333333333334,1
16749,Sudan,Ghana,0,313.42857142857144,4,78.73809523809524,1
13862,Chile,Colombia,4,674.6666666666666,6,13.666666666666664,1
14175,Burundi,Djibouti,4,218.33333333333331,3,-56.916666666666686,0
8920,Tuvalu,Vanuatu,0,0.0,0,-158.41666666666666,1
6720,Serbia,Romania,2,0.0,3,-13.333333333333336,1
20465,Ivory Coast,Sierra Leone,0,0.0,9,-99.75,0
14168,Catalonia,Colombia,2,0.0,0,-26.0,1
4519,Italy,Chile,2,61.6,6,-1.8000000000000007,1
5525,Netherlands,Brazil,2,686.5,11,11.0,1
628,Congo,South Africa,0,12.6,7,5.200000000000003,1
17546,Malawi,Liberia,0,352.91666666666674,8,-17.33333333333333,0
4918,Mali,Burkina Faso,0,446.08333333333326,6,-1.75,0
19388,Guam,Northern Mariana Islands,5,96.91666666666669,1,167.0,1
10779,Russia,Germany,2,658.0,7,14.75,0
11532,France,Denmark,2,1162.1818181818182,8,-11.18181818181818,1
21999,Paraguay,France,0,734.5,8,30.25,0
10925,Brazil,Croatia,1,837.9166666666665,13,-20.58333333333333,0
6079,Cuba,Barbados,1,460.91666666666674,7,-26.83333333333333,1
19246,Switzerland,Peru,2,1143.3333333333333,4,-38.583333333333336,1
7846,Tonga,Samoa,0,157.9090909090909,3,9.545454545454533,0
19303,Spain,Netherlands,1,1335.75,9,-3.583333333333334,1
15359,South Korea,Argentina,1,0.0,5,-6.363636363636362,0
9156,Czech Republic,Austria,3,713.1666666666665,4,-46.58333333333334,0
3263,Mexico,Jamaica,0,55.0,6,-32.1,0
3053,Laos,Indonesia,1,8.5,0,28.50000000000001,1
24274,Guyana,Aruba,1,965.25,2,-19.5,0
3868,Greenland,Gibraltar,1,0.0,0,0.0,0
24360,Bahrain,Cambodia,1,1202.75,2,-65.625,0
7687,Andalusia,Tunisia,3,0.0,1,-26.75,1
531,Zanzibar,Malawi,1,0.0,0,-53.0,0
24728,Tunisia,Equatorial Guinea,1,1497.625,5,-113.5,0
3335,South Korea,Iran,2,0.0,6,0.0,1
15083,Kuwait,Australia,2,344.1818181818182,13,73.36363636363636,1
22488,Belgium,Bosnia and Herzegovina,4,1300.6666666666667,8,-25.58333333333333,0
17278,Fiji,New Zealand,0,128.91666666666666,5,54.5,1
4015,Argentina,Chile,2,56.4,3,-8.1,0
10479,South Korea,Sweden,1,0.0,4,-13.333333333333336,0
3593,DR Congo,Zambia,2,0.0,4,-20.0,1
20817,Somalia,Rwanda,0,5.5,0,122.41666666666669,0
13564,Cameroon,Tanzania,0,988.5,5,-89.16666666666669,0
10557,Costa Rica,El Salvador,2,688.0833333333335,7,-92.08333333333331,1
19867,Guinea,Senegal,2,628.0,5,11.666666666666671,0
7525,Iran,Bahrain,0,0.0,14,-118.0,1
17354,Antigua and Barbuda,United States,1,339.9166666666667,4,101.91666666666669,0
4850,Burkina Faso,Oman,2,39.2,5,-18.599999999999994,0
22272,Angola,Mauritius,1,200.08333333333331,6,-12.666666666666654,0
1655,Poland,Belarus,1,42.6,6,-104.5,1
17349,Greece,Poland,1,987.0,6,-48.33333333333334,0
8650,Spain,Ukraine,2,775.3333333333335,6,-45.66666666666666,0
9929,Zimbabwe,Rwanda,2,569.3333333333334,9,-49.75000000000001,0
18285,Jordan,Japan,2,464.83333333333326,6,42.41666666666666,1
23413,Saudi Arabia,Iraq,1,935.5,5,-18.75,1
20445,Morocco,São Tomé and Príncipe,3,394.5,4,-95.66666666666666,0
10421,Sudan,Uganda,2,431.75,8,5.916666666666671,1
18396,Ethiopia,Botswana,0,345.08333333333326,6,-11.5,0
9877,Latvia,Germany,0,552.75,8,45.33333333333333,1
11968,Suriname,Cuba,1,192.0909090909091,0,71.36363636363637,0
4016,Colombia,Venezuela,1,59.3,7,-101.7,1
1570,Australia,South Africa,1,33.7,5,-27.599999999999994,1
24308,U.S. Virgin Islands,Saint Martin,2,0.0,1,0.0,0
8239,Zambia,Zimbabwe,0,523.0909090909091,11,2.54545454545454,0
8040,Nigeria,England,0,637.2727272727273,5,21.090909090909093,1
5810,Spain,Croatia,0,742.25,3,-7.749999999999999,0
14337,Burkina Faso,Guinea,4,580.5833333333334,4,-1.6666666666666643,1
19947,Sri Lanka,Bhutan,1,62.0,4,5.0,0
23812,Mali,Senegal,1,1379.625,2,38.75,0
4951,Argentina,Venezuela,2,722.75,4,-109.25,0
12027,Zanzibar,Kyrgyzstan,1,0.0,5,0.0,0
22974,Székely Land,Tuvalu,4,0.0,2,0.0,1
5295,Frøya,Isle of Wight,2,0.0,0,0.0,0
2576,Egypt,Zambia,1,49.1,9,9.1,0
18142,Oman,Syria,1,360.41666666666674,16,-40.08333333333333,1
3836,Mozambique,Zambia,2,37.2,4,54.1,1
17050,Sudan,Burkina Faso,2,317.6666666666667,5,24.25,1
20986,DR Congo,Angola,2,0.0,6,-126.16666666666669,1
19460,Mexico,Chile,0,909.75,12,5.5,1
268,Egypt,Ivory Coast,2,45.0,0,21.0,0
22743,Equatorial Guinea,Libya,0,652.75,1,42.0,0
2035,Iceland,Chile,1,38.3,5,3.6000000000000014,0
12037,Occitania,Monaco,2,0.0,0,0.0,1
12791,Costa Rica,Canada,1,536.8333333333334,8,-12.666666666666664,0
20574,Czech Republic,Turkey,0,960.5833333333335,5,-25.91666666666667,1
20196,Germany,Gibraltar,7,1532.833333333333,5,1.8333333333333333,0
19548,Lebanon,Qatar,0,247.16666666666663,10,25.0,0
19567,Costa Rica,Oman,4,868.8333333333335,10,-56.25,0
23626,China PR,Jordan,1,917.5,8,-39.33333333333333,1
25209,Libya,Tanzania,0,1163.0,0,-20.00000000000001,0
11591,Tunisia,Saudi Arabia,2,749.3636363636364,5,-25.72727272727273,1
10423,Rwanda,Ethiopia,0,458.66666666666674,6,-38.33333333333333,0
12994,Chile,Uruguay,2,661.1666666666666,3,19.0,0
1838,Cyprus,Israel,3,24.0,3,20.8,0
19490,Estonia,Slovenia,1,368.5,8,54.49999999999999,1
22723,Oman,Kuwait,1,293.8333333333333,4,-60.0,0
23536,Haiti,Nicaragua,2,807.25,3,-27.41666666666667,0
6973,Dominica,Cuba,1,215.16666666666663,2,78.00000000000001,0
17102,England,Netherlands,2,1188.1666666666667,5,-0.08333333333333304,1
5685,Burkina Faso,Senegal,1,462.33333333333326,7,-5.083333333333343,1
7503,Georgia,Lithuania,2,518.5,1,-25.083333333333343,1
1585,Spain,Germany,1,58.0,4,3.0,0
23442,Cameroon,Malawi,0,1046.3333333333333,9,-74.16666666666666,0
13805,Uruguay,Colombia,1,835.8333333333335,10,-0.8333333333333321,0
21201,Haiti,Peru,0,453.5,1,43.50000000000001,1
22647,Nepal,Philippines,0,110.08333333333331,4,48.25,1
4224,Jamaica,Trinidad and Tobago,0,52.4,14,-18.5,0
4739,Papua New Guinea,Vanuatu,1,6.0,2,-13.400000000000004,0
9793,Turkey,South Korea,1,725.5,10,9.75,0
25127,Bermuda,Canada,1,985.6666666666665,0,97.33333333333334,0
22248,Zambia,Zimbabwe,1,388.83333333333326,6,-17.916666666666657,1
22716,Kenya,Zanzibar,2,390.08333333333326,6,88.75,1
21723,Czech Republic,Denmark,1,776.5833333333335,4,-10.666666666666664,1
5970,Nigeria,Eritrea,0,523.1666666666666,5,-112.16666666666669,0
13604,Canada,Saint Vincent and the Grenadines,4,478.75,3,71.08333333333333,1
8844,Papua New Guinea,Solomon Islands,3,181.66666666666663,3,18.0,1
24049,Shetland,Isle of Man,0,0.0,0,0.0,1
19372,Argentina,Germany,0,1395.75,7,1.75,0
3033,Brazil,Netherlands,2,68.7,7,-7.300000000000002,0
18969,Zambia,Sudan,1,575.1666666666666,7,-72.16666666666666,1
18592,Morocco,Burkina Faso,1,475.5,8,20.916666666666664,1
6034,Central African Republic,Zimbabwe,1,106.91666666666669,2,107.75,0
5428,Northern Ireland,France,0,454.08333333333326,4,69.66666666666667,1
22941,Tunisia,Portugal,2,1251.6666666666667,7,18.33333333333333,0
8552,Mauritius,Madagascar,1,346.33333333333326,2,20.16666666666667,0
17291,Equatorial Guinea,Tunisia,1,317.3333333333333,4,58.83333333333333,0
3548,Grenada,Barbados,1,23.0,3,5.799999999999998,0
6005,Somalia,Cameroon,0,32.25,1,158.16666666666666,0
17964,Yemen,Bahrain,0,147.33333333333334,2,50.66666666666666,0
7841,Iran,Venezuela,1,0.0,10,-80.27272727272727,1
1827,Zambia,Gabon,1,48.2,6,-46.2,0
7650,Australia,Uruguay,1,539.8333333333334,10,29.91666666666667,1
14523,Argentina,Ecuador,0,1144.6666666666667,8,-32.25,0
9297,Equatorial Guinea,Togo,0,139.91666666666666,1,90.5,0
18238,Tahiti,Solomon Islands,2,192.91666666666663,6,-18.833333333333343,1
21234,Abkhazia,Panjab,1,0.0,0,0.0,1
9061,Latvia,Poland,0,501.16666666666674,4,42.66666666666667,1
22374,Georgia,Republic of Ireland,1,290.1666666666667,3,87.33333333333331,1
20996,South Sudan,Benin,1,181.41666666666663,3,83.41666666666667,0
12820,Lebanon,United Arab Emirates,1,181.58333333333331,1,36.83333333333333,0
23931,Italy,Greece,3,1577.125,4,-37.375,0
16089,Armenia,Russia,0,533.3333333333334,6,44.41666666666666,1
11715,Romania,Cyprus,2,783.0,7,-66.63636363636363,1
14158,China PR,Iran,0,383.5,5,87.75,0
22013,Comoros,Togo,0,207.41666666666663,4,28.083333333333343,0
19456,Algeria,Ethiopia,2,870.0833333333335,5,-85.16666666666666,0
23263,Congo,Zimbabwe,1,854.0,5,-25.33333333333333,1
23672,Yemen,Vietnam,0,1072.875,2,45.875,0
23824,Malawi,Eswatini,0,1132.625,4,125.375,0
9006,Luxembourg,Malta,1,252.5,7,24.333333333333343,1
7576,Sweden,Azerbaijan,3,653.5833333333334,3,-95.33333333333334,1
24210,Namibia,Eritrea,2,1168.375,6,-88.0,0
6759,Saudi Arabia,Uganda,3,615.1666666666666,7,-79.83333333333334,1
7183,Panama,El Salvador,1,363.5,12,29.66666666666667,0
23726,Chile,Mexico,1,1572.625,8,2.0,0
6576,Malaysia,Cambodia,1,357.75,3,-63.16666666666666,1
3660,Norway,Finland,1,56.9,4,-51.8,1
7730,Oman,United Arab Emirates,0,449.1818181818182,9,24.18181818181817,0
9192,Brazil,Jamaica,1,849.1666666666665,8,-46.91666666666666,1
17938,Burundi,Sudan,1,247.08333333333331,7,23.999999999999986,0
3544,Chinese Taipei,Saudi Arabia,0,8.4,2,120.6,0
11753,Luxembourg,Netherlands,0,122.72727272727272,3,168.45454545454547,1
3793,Ghana,South Korea,0,46.4,16,43.7,0
4315,Ghana,DR Congo,0,42.9,5,57.1,1
9396,Saudi Arabia,Bahrain,1,657.1666666666666,2,-27.5,0
16113,South Africa,Egypt,1,588.8333333333334,15,15.833333333333332,1
18730,North Macedonia,Scotland,1,440.5,5,24.33333333333333,1
8806,Eswatini,DR Congo,0,0.0,4,0.0,0
15883,Laos,Indonesia,0,44.09090909090909,0,38.81818181818184,0
3539,Georgia,Armenia,7,32.5,1,-16.799999999999994,1
167,Finland,England,1,31.0,0,39.0,1
9246,Turkmenistan,Sri Lanka,1,317.0,0,-3.5,1
7825,Moldova,Malta,0,413.1818181818182,6,-16.09090909090908,0
14564,Zambia,Algeria,0,393.0,4,34.166666666666664,1
14749,Honduras,Trinidad and Tobago,4,719.8333333333335,8,-34.833333333333336,1
11147,Zanzibar,Tanzania,0,0.0,3,-172.25,0
4884,El Salvador,Honduras,1,37.4,11,-9.5,1
12229,Equatorial Guinea,Gabon,1,345.58333333333326,5,-11.75,1
21611,Armenia,Poland,1,326.6666666666667,3,85.75,0
4657,Lithuania,Moldova,1,44.3,6,-75.19999999999997,1
5728,Sweden,Norway,1,645.5,6,8.916666666666666,0
1122,Mali,Egypt,2,24.8,2,45.40000000000001,1
10320,Laos,Iran,0,204.41666666666663,2,169.75,0
10202,Malta,Iceland,0,357.5,4,58.58333333333333,1
4518,Cameroon,Austria,1,47.4,10,17.299999999999994,1
4406,Grenada,Antigua and Barbuda,1,25.3,6,-33.60000000000001,0
8727,Ivory Coast,Morocco,1,0.0,3,-36.41666666666666,0
17962,Antigua and Barbuda,Trinidad and Tobago,2,339.9166666666667,7,22.083333333333343,1
14421,Brunei,Pakistan,0,0.0,1,-166.16666666666666,1
16987,Pakistan,Nepal,1,76.0,0,20.666666666666657,1
3604,Guatemala,Costa Rica,1,32.0,11,37.2,1
6491,China PR,Saudi Arabia,0,482.25,0,24.75000000000001,1
10254,Mexico,Trinidad and Tobago,3,739.0833333333335,13,-61.91666666666667,1
1097,Canada,Martinique,2,34.8,7,46.2,1
23261,Germany,Peru,2,1618.333333333333,8,-8.833333333333332,1
13844,Azerbaijan,Wales,0,214.16666666666663,6,77.25,0
16144,Poland,Greece,0,475.66666666666674,6,56.33333333333333,0
23573,Faroe Islands,Malta,1,828.9166666666665,3,-89.41666666666669,0
15731,Saudi Arabia,Gabon,1,485.09090909090907,9,28.45454545454545,1
21430,Mauritius,Mozambique,0,182.41666666666663,6,53.41666666666666,0
7214,Norway,Ukraine,0,660.0833333333334,7,-21.250000000000004,0
850,Indonesia,Vietnam,2,12.8,3,-30.200000000000014,1
1438,Egypt,Mali,0,45.8,6,-27.4,1
24389,Equatorial Guinea,Congo,2,1073.0,4,51.625,1
16794,Israel,Malta,2,668.0,5,-121.66666666666669,0
13202,Sweden,Turkey,0,819.8333333333335,9,10.5,0
2711,Germany,Netherlands,1,63.3,7,-6.200000000000001,0
19933,Ghana,Equatorial Guinea,3,819.3333333333335,11,-36.83333333333333,0
14238,Guatemala,Panama,0,283.25,6,47.75,0
21413,Uzbekistan,Syria,1,550.4166666666666,5,-46.24999999999999,1
19688,Curaçao,Trinidad and Tobago,2,91.91666666666669,2,98.75,1
13048,Eritrea,Rwanda,1,191.5,1,13.916666666666671,0
16180,Guyana,Barbados,3,298.1666666666667,4,-35.25000000000001,1
711,Cayman Islands,Puerto Rico,0,0.4,1,50.19999999999999,0
19847,Zambia,South Africa,0,515.9166666666666,4,0.4166666666666572,0
15561,Malta,Latvia,0,98.63636363636364,7,99.36363636363636,1
1584,Argentina,Greece,4,56.0,11,-23.6,1
17736,French Guiana,Anguilla,4,0.0,0,-202.0,1
15990,South Korea,Japan,2,0.0,13,-16.666666666666668,0
12830,Syria,Afghanistan,3,258.1666666666667,6,-73.08333333333333,1
790,Ivory Coast,Algeria,1,0.0,7,-32.6,0
1688,Armenia,Belgium,0,4.166666666666667,0,121.26666666666664,0
15419,Qatar,Bosnia and Herzegovina,1,313.45454545454544,10,48.72727272727272,0
24552,Guam,Syria,0,893.5,2,111.25,0
21789,Ivory Coast,Uganda,3,0.0,6,-72.83333333333333,1
7923,Finland,North Macedonia,0,590.2727272727273,10,-45.90909090909091,0
14741,Croatia,Belarus,1,1110.8333333333333,7,-71.5,1
9720,Benin,Burkina Faso,1,388.41666666666674,8,44.83333333333333,1
18898,Montenegro,Luxembourg,4,733.9166666666665,3,-104.91666666666666,0
7879,England,Italy,1,717.2727272727273,7,0.545454545454545,1
804,Bangladesh,Thailand,1,8.4,2,52.0,0
7390,Martinique,Jamaica,0,0.0,0,-48.5,0
25040,Germany,Spain,0,1604.625,4,7.125,0
9225,Bahrain,Malaysia,3,442.58333333333326,10,-16.58333333333333,1
16201,Guatemala,Venezuela,0,279.1666666666667,4,59.33333333333333,1
20292,Argentina,Colombia,0,1477.166666666667,8,-2.583333333333334,1
19620,Iceland,Netherlands,2,633.6666666666666,6,36.5,1
20345,Costa Rica,El Salvador,1,877.0833333333335,7,-66.0,1
24778,United Arab Emirates,Qatar,2,1353.125,7,10.625,0
18153,Tanzania,Cameroon,1,267.75,9,58.75000000000001,1
20052,Costa Rica,Panama,1,877.0833333333335,7,-32.83333333333333,0
3324,Turkey,Wales,0,46.5,9,-40.3,0
18466,Costa Rica,Panama,2,650.25,6,3.083333333333336,1
4714,Croatia,Republic of Ireland,0,62.6,5,-40.7,0
18224,Belgium,North Macedonia,2,1021.0833333333335,5,-69.16666666666666,0
3053,Indonesia,Laos,5,17.2,0,-28.50000000000001,0
13934,Spain,Estonia,3,1470.25,7,-121.58333333333331,0
24051,Egypt,Zimbabwe,1,1412.0,4,-60.0,1
19414,Niger,Uganda,2,294.25,6,25.5,1
21811,Togo,Morocco,1,304.5,3,59.08333333333334,0
6732,Trinidad and Tobago,Grenada,2,613.3333333333334,13,-105.75,0
16380,Peru,Mexico,1,640.5833333333334,1,22.583333333333336,1
14146,Indonesia,Singapore,0,210.58333333333331,8,4.166666666666686,1
17814,United States,Guatemala,3,0.0,14,-84.41666666666667,1
18210,Serbia,Croatia,0,691.25,7,26.75,0
11494,Greece,Australia,0,797.5454545454545,6,-20.181818181818183,0
17707,Cambodia,East Timor,1,72.5,4,180.5,1
25029,Georgia,Armenia,1,1270.375,4,-11.375,1
509,Wales,Belgium,0,40.0,0,11.0,0
16107,Malta,Greece,0,101.66666666666669,3,149.08333333333334,1
17688,Barbados,Dominican Republic,0,118.83333333333331,4,46.16666666666666,1
14164,Syria,Saudi Arabia,1,342.75,9,48.91666666666666,0
24560,India,Bangladesh,1,1206.625,8,-82.0,1
11771,Chad,Zambia,0,186.45454545454547,0,88.09090909090908,1
6201,Japan,Slovakia,1,535.4166666666666,4,24.33333333333333,1
2726,Saint Lucia,Martinique,0,0.0,4,0.0,1
21546,Dominican Republic,Martinique,1,218.0,3,141.66666666666666,1
8517,Morocco,Senegal,1,615.0833333333334,5,7.2499999999999964,1
14455,Egypt,Oman,1,784.75,6,-50.25,0
2128,Sweden,Brazil,0,57.0,12,8.1,0
18310,Qatar,Palestine,2,329.9166666666667,6,-44.25,1
3807,Solomon Islands,Australia,2,15.2,2,104.6,0
24384,Algeria,Morocco,0,1425.625,4,6.25,1
22106,Uganda,Cape Verde,1,471.58333333333326,6,72.83333333333333,0
14785,Ukraine,Belarus,0,869.75,4,-60.16666666666667,0
8112,British Virgin Islands,Saint Lucia,1,198.27272727272728,4,161.45454545454547,0
17011,Angola,Nigeria,0,424.08333333333326,5,24.91666666666667,0
9749,Martinique,Saint Vincent and the Grenadines,0,0.0,6,0.0,0
3843,Andorra,Latvia,1,1.2,0,109.5,0
18567,France,Belgium,0,891.0833333333335,7,6.750000000000003,0
1278,Poland,Netherlands,1,46.2,4,15.0,1
12802,Kazakhstan,Belgium,2,224.75,6,64.5,1
24625,Republic of Ireland,New Zealand,3,1485.5,4,-87.75,1
19092,Thailand,Lebanon,2,148.75,5,29.333333333333343,1
7779,Burkina Faso,Ghana,1,495.1818181818182,7,19.545454545454547,1
12593,Rhodes,Gibraltar,0,0.0,0,0.0,1
8435,Syria,Lebanon,4,448.7272727272728,5,-8.636363636363626,1
7331,Shetland,Ynys Môn,1,0.0,0,0.0,0
13752,Benin,Morocco,1,343.75,4,58.33333333333334,0
4348,Japan,Hong Kong,5,56.1,13,-119.1,1
1177,Latvia,Northern Ireland,0,17.4,7,46.8,0
21070,United States,Guatemala,4,0.0,9,-87.08333333333331,1
9592,North Korea,United Arab Emirates,0,0.0,6,-76.5,1
14290,North Macedonia,Moldova,1,527.8333333333334,4,-32.833333333333336,1
13005,Belarus,Netherlands,2,462.0,3,61.91666666666666,1
3184,United Arab Emirates,Bahrain,1,32.8,0,-46.0,1
2741,Guatemala,Nicaragua,2,19.6,1,-62.0,1
4305,Ghana,Togo,1,42.9,5,-17.999999999999993,1
15711,France,Luxembourg,2,970.4545454545456,8,-111.45454545454544,1
23911,Tahiti,Fiji,1,1015.625,0,-5.875,0
21726,Ivory Coast,France,0,0.0,9,-14.583333333333336,0
11098,Libya,Benin,0,545.5,3,-49.33333333333333,0
1550,Argentina,Croatia,0,56.0,6,-80.89999999999998,0
11300,Tunisia,South Africa,2,749.3636363636364,5,-34.18181818181819,1
21141,Finland,Belgium,1,508.16666666666674,4,66.25,0
17760,East Timor,Brunei,1,0.0,2,0.0,0
14036,Afghanistan,Malaysia,0,32.75,1,23.916666666666657,0
3810,Uruguay,Bolivia,0,46.1,5,20.1,0
465,Lithuania,Latvia,1,12.0,0,-6.0,1
23127,Senegal,Japan,2,1209.9166666666667,9,-28.666666666666664,0
18720,Singapore,Hong Kong,0,139.16666666666666,9,8.333333333333313,0
3874,Hitra,Frøya,1,0.0,0,0.0,0
2528,Trinidad and Tobago,Venezuela,0,42.7,5,-74.3,1
24534,Greece,Bosnia and Herzegovina,2,1406.875,5,9.625,1
2038,Egypt,Tanzania,2,47.0,4,-49.0,0
21410,Paraguay,Chile,2,671.6666666666666,4,36.16666666666667,1
14197,China PR,Iran,1,336.3333333333333,9,101.5,0
564,Guinea,Sierra Leone,0,24.0,0,-16.0,1
6892,Qatar,Malaysia,0,467.91666666666674,13,-21.83333333333333,1
6533,Trinidad and Tobago,Mexico,0,570.5833333333334,2,25.41666666666667,0
5783,Brunei,Japan,0,0.0,0,-49.75,0
8191,Belgium,Bulgaria,0,671.2727272727273,4,-30.181818181818183,1
23904,Austria,Slovenia,1,1502.625,7,-36.375,1
1587,Switzerland,Romania,4,56.1,5,-2.0,0
23677,Iran,Oman,2,0.0,7,-85.0,1
19223,Israel,Honduras,4,546.6666666666666,5,13.166666666666664,0
16408,Brazil,Paraguay,0,1267.3333333333333,4,-20.25,1
7478,Scotland,Croatia,0,602.8333333333334,2,18.416666666666668,1
2984,Iraq,Pakistan,3,17.2,3,-44.1,1
13909,Tahiti,Martinique,0,67.0,2,174.33333333333337,1
17244,Chad,Rwanda,1,263.5,3,6.416666666666671,1
17549,British Virgin Islands,Martinique,0,25.25,1,196.08333333333331,0
7843,Honduras,United States,0,624.2727272727273,8,32.90909090909091,0
12763,Republic of Ireland,Slovakia,2,698.5833333333335,2,-3.25,0
1900,Togo,Mauritania,0,22.4,2,-17.700000000000006,1
12214,Nicaragua,Belize,4,92.58333333333331,0,-41.25,1
19399,Botswana,Angola,0,348.5,7,7.416666666666656,0
4826,Czech Republic,Estonia,4,64.4,6,-91.5,1
9987,Turkmenistan,Iraq,2,479.41666666666674,4,49.5,1
10326,Vietnam,Lebanon,0,461.66666666666674,4,-11.5,0
10390,Singapore,Indonesia,0,416.33333333333326,2,19.33333333333333,0
22154,New Zealand,Russia,0,289.0833333333333,4,52.5,0
22528,Ukraine,Croatia,0,801.6666666666665,8,14.75,1
20879,Morocco,Rwanda,4,536.4166666666666,4,-34.24999999999999,0
1509,Bolivia,Greece,0,35.0,16,13.700000000000005,0
13056,Somalia,Tanzania,0,12.583333333333336,3,85.66666666666666,0
8351,Israel,North Macedonia,3,560.9090909090909,5,-38.63636363636364,0
5395,Burundi,Tanzania,1,223.66666666666663,2,14.333333333333346,1
13812,Republic of Ireland,Georgia,2,686.0833333333334,7,-46.99999999999999,0
9035,Moldova,Turkey,0,408.25,5,101.08333333333331,0
18410,Mali,Rwanda,1,765.4166666666665,4,-101.25,1
22529,Wales,Republic of Ireland,0,1060.25,7,-12.833333333333336,1
10172,Libya,Egypt,2,524.0,5,39.91666666666666,1
22527,Serbia,Georgia,1,699.6666666666665,4,-71.41666666666666,1
12402,Israel,North Macedonia,2,751.25,3,-24.916666666666664,0
