,home_team,away_team,Goals,Ranking_home_team,Ranking_away_team
18119,England,Brazil,2,9.916666666666666,14.25
18120,France,Germany,-1,19.666666666666668,2.0833333333333335
18121,Greece,Switzerland,0,12.416666666666666,12.666666666666666
18122,Honduras,United States,2,47.333333333333336,0.0
18123,Hungary,Belarus,0,35.0,72.83333333333333
18124,Iceland,Russia,-2,69.0,14.416666666666666
18125,India,Palestine,-2,152.0,148.75
18126,Iran,Lebanon,5,0.0,126.16666666666667
18127,Iraq,Indonesia,1,99.58333333333333,165.58333333333334
18128,Republic of Ireland,Poland,2,48.333333333333336,66.83333333333333
18129,Israel,Finland,2,65.16666666666667,73.5
18130,Japan,Latvia,3,35.083333333333336,113.75
18131,Jordan,Singapore,4,77.5,158.16666666666666
18132,Kenya,Libya,3,121.66666666666667,63.75
18133,North Korea,Laos,1,0.0,167.83333333333334
18134,North Macedonia,Denmark,3,82.08333333333333,23.583333333333332
18135,Mali,Nigeria,-3,31.25,34.5
18136,Malta,Northern Ireland,0,144.0,102.16666666666667
18137,Mexico,Jamaica,0,18.166666666666668,66.41666666666667
18138,Moldova,Kazakhstan,-2,122.75,140.25
18139,Nepal,Pakistan,-1,169.66666666666666,170.41666666666666
18140,Netherlands,Italy,0,7.666666666666667,6.333333333333333
18141,Norway,Ukraine,-2,34.5,32.416666666666664
18142,Oman,Syria,1,98.16666666666667,138.25
18143,Panama,Costa Rica,0,40.416666666666664,43.5
18144,Portugal,Ecuador,-1,7.083333333333333,15.666666666666666
18145,Qatar,Malaysia,2,104.5,159.83333333333334
18146,Romania,Australia,3,32.25,47.083333333333336
18147,Rwanda,Uganda,0,132.5,85.08333333333333
18148,Saudi Arabia,China PR,2,105.33333333333333,96.5
18149,Scotland,Estonia,1,57.75,89.66666666666667
18150,Slovenia,Bosnia and Herzegovina,-3,44.083333333333336,19.25
18151,Spain,Uruguay,3,1.0,12.5
18152,Sweden,Argentina,-1,24.833333333333332,3.0833333333333335
18153,Tanzania,Cameroon,1,121.66666666666667,62.916666666666664
18154,Thailand,Kuwait,-2,140.25,110.91666666666667
18155,Turkey,Czech Republic,-2,46.5,26.916666666666668
18156,Uzbekistan,Hong Kong,0,60.583333333333336,149.83333333333334
18157,Vietnam,United Arab Emirates,-1,141.75,85.75
18158,Wales,Austria,2,55.25,61.833333333333336
18159,Yemen,Bahrain,-2,172.41666666666666,117.58333333333333
18160,Zimbabwe,Botswana,2,104.66666666666667,113.75
18161,Mali,Ghana,3,31.25,22.75
18162,Nepal,Pakistan,-1,169.66666666666666,170.41666666666666
18163,Nigeria,Burkina Faso,1,34.5,54.333333333333336
18164,Maldives,Pakistan,0,156.75,170.41666666666666
18165,Maldives,Pakistan,3,156.75,170.41666666666666
18166,Gambia,Mauritania,-2,146.16666666666666,165.08333333333334
18167,Afghanistan,Sri Lanka,1,145.66666666666666,173.66666666666666
18168,Burma,Guam,5,0.0,176.25
18169,Gambia,Mauritania,0,146.16666666666666,165.08333333333334
18170,India,Chinese Taipei,2,152.0,173.91666666666666
18171,Laos,Mongolia,0,167.83333333333334,182.16666666666666
18172,Nepal,Northern Mariana Islands,6,169.66666666666666,0.0
18173,Palestine,Bangladesh,1,148.75,159.33333333333334
18174,Guam,India,-4,176.25,152.0
18175,Laos,Sri Lanka,4,167.83333333333334,173.66666666666666
18176,Mongolia,Afghanistan,-1,182.16666666666666,145.66666666666666
18177,Nepal,Bangladesh,-2,169.66666666666666,159.33333333333334
18178,Northern Mariana Islands,Palestine,-9,0.0,148.75
18179,Bangladesh,Northern Mariana Islands,4,159.33333333333334,0.0
18180,Burma,India,1,0.0,152.0
18181,Laos,Afghanistan,0,167.83333333333334,145.66666666666666
18182,Nepal,Palestine,0,169.66666666666666,148.75
18183,Sri Lanka,Mongolia,3,173.66666666666666,182.16666666666666
18184,Qatar,Egypt,3,104.5,59.083333333333336
18185,Senegal,Libya,-4,76.5,63.75
18186,Bahrain,Lebanon,0,117.58333333333333,126.16666666666667
18187,Kyrgyzstan,Macau,1,0.0,200.75
18188,Malaysia,Saudi Arabia,-3,159.83333333333334,105.33333333333333
18189,Qatar,Thailand,1,104.5,140.25
18190,Tajikistan,Pakistan,1,119.83333333333333,170.41666666666666
18191,Botswana,Malawi,1,113.75,114.5
18192,Kyrgyzstan,Pakistan,1,0.0,170.41666666666666
18193,Macau,Tajikistan,-3,200.75,119.83333333333333
18194,Oman,Haiti,3,98.16666666666667,64.58333333333333
18195,Rwanda,Libya,-1,132.5,63.75
18196,Ecuador,El Salvador,5,15.666666666666666,87.91666666666667
18197,Italy,Brazil,0,6.333333333333333,14.25
18198,Jordan,Belarus,1,77.5,72.83333333333333
18199,Kuwait,Palestine,2,110.91666666666667,148.75
18200,Kyrgyzstan,Tajikistan,1,0.0,119.83333333333333
18201,Pakistan,Macau,2,170.41666666666666,200.75
18202,Andorra,Turkey,-2,202.66666666666666,46.5
18203,Argentina,Venezuela,3,3.0833333333333335,39.25
18204,Austria,Faroe Islands,6,61.833333333333336,165.91666666666666
18205,Bahrain,Qatar,1,117.58333333333333,104.5
18206,Bosnia and Herzegovina,Greece,3,19.25,12.416666666666666
18207,Bulgaria,Malta,6,57.333333333333336,144.0
18208,China PR,Iraq,1,96.5,99.58333333333333
18209,Colombia,Bolivia,5,4.916666666666667,57.833333333333336
18210,Croatia,Serbia,2,9.666666666666666,36.416666666666664
18211,Czech Republic,Denmark,-3,26.916666666666668,23.583333333333332
18212,Egypt,Eswatini,10,59.083333333333336,0.0
18213,France,Georgia,3,19.666666666666668,90.58333333333333
18214,Honduras,Mexico,0,47.333333333333336,18.166666666666668
18215,Hong Kong,Vietnam,1,149.83333333333334,141.75
18216,Hungary,Romania,0,35.0,32.25
18217,Israel,Portugal,0,65.16666666666667,7.083333333333333
18218,Jamaica,Panama,0,66.41666666666667,40.416666666666664
18219,Japan,Canada,2,35.083333333333336,89.0
18220,Kazakhstan,Germany,-3,140.25,2.0833333333333335
18221,Lebanon,Thailand,5,126.16666666666667,140.25
18222,Liechtenstein,Latvia,0,152.83333333333334,113.75
18223,Luxembourg,Azerbaijan,0,139.0,110.5
18224,North Macedonia,Belgium,-2,82.08333333333333,12.916666666666666
18225,Malaysia,Yemen,2,159.83333333333334,172.41666666666666
18226,Moldova,Montenegro,-1,122.75,34.083333333333336
18227,Netherlands,Estonia,3,7.666666666666667,89.66666666666667
18228,New Zealand,New Caledonia,2,78.16666666666667,106.33333333333333
18229,Norway,Albania,-1,34.5,51.583333333333336
18230,Peru,Chile,1,34.083333333333336,20.5
18231,Poland,Ukraine,-2,66.83333333333333,32.416666666666664
18232,San Marino,England,-8,207.0,9.916666666666666
18233,Scotland,Wales,-1,57.75,55.25
18234,Slovakia,Lithuania,0,56.833333333333336,108.66666666666667
18235,Slovenia,Iceland,-1,44.083333333333336,69.0
18236,Spain,Finland,0,1.0,73.5
18237,Sweden,Republic of Ireland,0,24.833333333333332,48.333333333333336
18238,Tahiti,Solomon Islands,2,142.5,161.33333333333334
18239,Turkmenistan,Cambodia,7,130.75,190.91666666666666
18240,United Arab Emirates,Uzbekistan,2,85.75,60.583333333333336
18241,Uruguay,Paraguay,0,12.5,44.083333333333336
18242,United States,Costa Rica,1,0.0,43.5
18243,Belize,Trinidad and Tobago,0,141.0,79.08333333333333
18244,Burkina Faso,Niger,4,54.333333333333336,102.16666666666667
18245,Cameroon,Togo,2,62.916666666666664,73.58333333333333
18246,Congo,Gabon,1,89.08333333333333,77.33333333333333
18247,Cyprus,Switzerland,0,128.0,12.666666666666666
18248,Indonesia,Saudi Arabia,-1,165.58333333333334,105.33333333333333
18249,Ivory Coast,Gambia,3,0.0,146.16666666666666
18250,Namibia,Malawi,-1,125.33333333333333,114.5
18251,Nigeria,Kenya,0,34.5,121.66666666666667
18252,Senegal,Angola,0,76.5,91.5
18253,South Africa,Central African Republic,2,63.416666666666664,78.33333333333333
18254,Tunisia,Sierra Leone,2,46.083333333333336,70.58333333333333
18255,DR Congo,Libya,0,0.0,63.75
18256,Dominican Republic,Haiti,3,92.83333333333333,64.58333333333333
18257,Equatorial Guinea,Cape Verde,-3,89.16666666666667,0.0
18258,Ethiopia,Botswana,1,102.25,113.75
18259,Ghana,Sudan,4,22.75,127.25
18260,Lesotho,Zambia,0,153.08333333333334,55.083333333333336
18261,Liberia,Uganda,2,107.0,85.08333333333333
18262,Mozambique,Guinea,0,110.5,69.25
18263,Philippines,Cambodia,8,141.08333333333334,190.91666666666666
18264,Rwanda,Mali,-1,132.5,31.25
18265,Tanzania,Morocco,3,121.66666666666667,75.25
18266,Canada,Belarus,-2,89.0,72.83333333333333
18267,Russia,Brazil,0,14.416666666666666,14.25
18268,Albania,Lithuania,4,51.583333333333336,108.66666666666667
18269,Algeria,Benin,3,31.25,99.66666666666667
18270,Armenia,Czech Republic,-3,66.83333333333333,26.916666666666668
18271,Australia,Oman,0,47.083333333333336,98.16666666666667
18272,Azerbaijan,Portugal,-2,110.5,7.083333333333333
18273,Belgium,North Macedonia,1,12.916666666666666,82.08333333333333
18274,Bolivia,Argentina,0,57.833333333333336,3.0833333333333335
18275,Chile,Uruguay,2,20.5,12.5
18276,Costa Rica,Jamaica,2,43.5,66.41666666666667
18277,Denmark,Bulgaria,0,23.583333333333332,57.333333333333336
18278,Ecuador,Paraguay,4,15.666666666666666,44.083333333333336
18279,Egypt,Zimbabwe,2,59.083333333333336,104.66666666666667
18280,Estonia,Andorra,2,89.66666666666667,202.66666666666666
18281,France,Spain,-1,19.666666666666668,1.0
18282,Germany,Kazakhstan,4,2.0833333333333335,140.25
18283,Iraq,Syria,2,99.58333333333333,138.25
18284,Republic of Ireland,Austria,0,48.333333333333336,61.833333333333336
18285,Jordan,Japan,2,77.5,35.083333333333336
18286,South Korea,Qatar,2,0.0,104.5
18287,Kuwait,Iran,0,110.91666666666667,0.0
18288,Luxembourg,Finland,-3,139.0,73.5
18289,Malaysia,Palestine,-2,159.83333333333334,148.75
18290,Malta,Italy,-2,144.0,6.333333333333333
18291,Mexico,United States,0,18.166666666666668,0.0
18292,Montenegro,England,0,34.083333333333336,9.916666666666666
18293,Netherlands,Romania,4,7.666666666666667,32.25
18294,New Caledonia,Tahiti,1,106.33333333333333,142.5
18295,Northern Ireland,Israel,-2,102.16666666666667,65.16666666666667
18296,Panama,Honduras,2,40.416666666666664,47.333333333333336
18297,Peru,Trinidad and Tobago,3,34.083333333333336,79.08333333333333
18298,Philippines,Turkmenistan,1,141.08333333333334,130.75
18299,Poland,San Marino,5,66.83333333333333,207.0
18300,Serbia,Scotland,2,36.416666666666664,57.75
18301,Slovakia,Sweden,0,56.833333333333336,24.833333333333332
18302,Solomon Islands,New Zealand,-2,161.33333333333334,78.16666666666667
18303,Turkey,Hungary,0,46.5,35.0
18304,Ukraine,Moldova,2,32.416666666666664,122.75
18305,Uzbekistan,Lebanon,1,60.583333333333336,126.16666666666667
18306,Venezuela,Colombia,1,39.25,4.916666666666667
18307,Wales,Croatia,-1,55.25,9.666666666666666
18308,Bolivia,Brazil,-4,57.833333333333336,14.25
18309,Mexico,Peru,0,18.166666666666668,34.083333333333336
18310,Qatar,Palestine,2,104.5,148.75
18311,Saint Vincent and the Grenadines,Saint Lucia,-2,0.0,0.0
18312,Brazil,Chile,0,14.25,20.5
18313,Zambia,Zimbabwe,2,55.083333333333336,104.66666666666667
18314,Libya,Mauritania,2,63.75,165.08333333333334
18315,Oman,Iran,3,98.16666666666667,0.0
18316,Venezuela,El Salvador,2,39.25,87.91666666666667
18317,Qatar,Latvia,3,104.5,113.75
18318,Algeria,Mauritania,1,31.25,165.08333333333334
18319,Ethiopia,Sudan,2,102.25,127.25
18320,Malawi,Zimbabwe,0,114.5,104.66666666666667
18321,Namibia,Zambia,0,125.33333333333333,55.083333333333336
18322,Iraq,Liberia,-1,99.58333333333333,107.0
18323,Jordan,Libya,1,77.5,63.75
18324,Canada,Costa Rica,-1,89.0,43.5
18325,Turkey,Latvia,0,46.5,113.75
18326,Brittany,Mali,1,0.0,31.25
18327,Ecuador,Germany,-2,15.666666666666666,2.0833333333333335
18328,England,Republic of Ireland,0,9.916666666666666,48.333333333333336
18329,Oman,Lebanon,0,98.16666666666667,126.16666666666667
18330,Qatar,Azerbaijan,0,104.5,110.5
18331,United States,Belgium,-2,0.0,12.916666666666666
18332,Japan,Bulgaria,-2,35.083333333333336,57.333333333333336
18333,Italy,San Marino,4,6.333333333333333,207.0
18334,Mexico,Nigeria,0,18.166666666666668,34.5
18335,Turkey,Slovenia,-2,46.5,44.083333333333336
18336,Libya,Uganda,3,63.75,85.08333333333333
18337,Panama,Peru,-1,40.416666666666664,34.083333333333336
18338,Algeria,Burkina Faso,2,31.25,54.333333333333336
18339,Brazil,England,0,14.25,9.916666666666666
18340,Honduras,Israel,-2,47.333333333333336,65.16666666666667
18341,Republic of Ireland,Georgia,4,48.333333333333336,90.58333333333333
18342,Lesotho,South Africa,-2,153.08333333333334,63.416666666666664
18343,Sudan,Tanzania,0,127.25,121.66666666666667
18344,Ukraine,Cameroon,0,32.416666666666664,62.916666666666664
18345,United States,Germany,4,0.0,2.0833333333333335
18346,Estonia,Belarus,-2,89.66666666666667,72.83333333333333
18347,Sweden,North Macedonia,1,24.833333333333332,82.08333333333333
18348,Burma,Singapore,-2,0.0,158.16666666666666
18349,Egypt,Botswana,0,59.083333333333336,113.75
18350,Hong Kong,Philippines,-1,149.83333333333334,141.08333333333334
18351,Jamaica,Mexico,-1,66.41666666666667,18.166666666666668
18352,Japan,Australia,0,35.083333333333336,47.083333333333336
18353,Kazakhstan,Bulgaria,-1,140.25,57.333333333333336
18354,Lebanon,South Korea,0,126.16666666666667,0.0
18355,Oman,Iraq,1,98.16666666666667,99.58333333333333
18356,Poland,Liechtenstein,2,66.83333333333333,152.83333333333334
18357,Qatar,Iran,-1,104.5,0.0
18358,Romania,Trinidad and Tobago,4,32.25,79.08333333333333
18359,Tajikistan,Afghanistan,3,119.83333333333333,145.66666666666666
18360,Denmark,Georgia,2,23.583333333333332,90.58333333333333
18361,Kenya,Nigeria,-1,121.66666666666667,34.5
18362,Malawi,Namibia,0,114.5,125.33333333333333
18363,Uruguay,France,1,12.5,19.666666666666668
18364,China PR,Uzbekistan,-1,96.5,60.583333333333336
18365,Hungary,Kuwait,1,35.0,110.91666666666667
18366,Albania,Norway,0,51.583333333333336,34.5
18367,Argentina,Colombia,0,3.0833333333333335,4.916666666666667
18368,Armenia,Malta,-1,66.83333333333333,144.0
18369,Austria,Sweden,2,61.833333333333336,24.833333333333332
18370,Azerbaijan,Luxembourg,0,110.5,139.0
18371,Belgium,Serbia,2,12.916666666666666,36.416666666666664
18372,Bolivia,Venezuela,0,57.833333333333336,39.25
18373,Costa Rica,Honduras,1,43.5,47.333333333333336
18374,Croatia,Scotland,-1,9.666666666666666,57.75
18375,Czech Republic,Italy,0,26.916666666666668,6.333333333333333
18376,Estonia,Trinidad and Tobago,1,89.66666666666667,79.08333333333333
18377,Finland,Belarus,1,73.5,72.83333333333333
18378,Iceland,Slovenia,-2,69.0,44.083333333333336
18379,Indonesia,Netherlands,-3,165.58333333333334,7.666666666666667
18380,Republic of Ireland,Faroe Islands,3,48.333333333333336,165.91666666666666
18381,Jamaica,United States,-1,66.41666666666667,0.0
18382,Laos,Singapore,-3,167.83333333333334,158.16666666666666
18383,Latvia,Bosnia and Herzegovina,-5,113.75,19.25
18384,Libya,DR Congo,0,63.75,0.0
18385,Liechtenstein,Slovakia,0,152.83333333333334,56.833333333333336
18386,Lithuania,Greece,-1,108.66666666666667,12.416666666666666
18387,Moldova,Poland,0,122.75,66.83333333333333
18388,Montenegro,Ukraine,-4,34.083333333333336,32.416666666666664
18389,Panama,Mexico,0,40.416666666666664,18.166666666666668
18390,Paraguay,Chile,-1,44.083333333333336,20.5
18391,Peru,Ecuador,1,34.083333333333336,15.666666666666666
18392,Portugal,Russia,1,7.083333333333333,14.416666666666666
18393,Sudan,Ghana,-2,127.25,22.75
18394,Madrid,Andalusia,-1,0.0,0.0
18395,Angola,Senegal,0,91.5,76.5
18396,Botswana,Ethiopia,3,113.75,102.25
18397,Cape Verde,Equatorial Guinea,3,0.0,89.16666666666667
18398,Central African Republic,South Africa,-3,78.33333333333333,63.416666666666664
18399,Gabon,Congo,0,77.33333333333333,89.08333333333333
18400,Gambia,Ivory Coast,-3,146.16666666666666,0.0
18401,Haiti,Spain,-1,64.58333333333333,1.0
18402,Morocco,Tanzania,2,75.25,121.66666666666667
18403,Sierra Leone,Tunisia,0,70.58333333333333,46.083333333333336
18404,Switzerland,Cyprus,1,12.666666666666666,128.0
18405,Uganda,Liberia,1,85.08333333333333,107.0
18406,Zambia,Lesotho,4,55.083333333333336,153.08333333333334
18407,Benin,Algeria,-2,99.66666666666667,31.25
18408,Brazil,France,3,14.25,19.666666666666668
18409,Guinea,Mozambique,6,69.25,110.5
18410,Mali,Rwanda,0,31.25,132.5
18411,Niger,Burkina Faso,-1,102.16666666666667,54.333333333333336
18412,Togo,Cameroon,-3,73.58333333333333,62.916666666666664
18413,Zimbabwe,Egypt,-2,104.66666666666667,59.083333333333336
18414,Croatia,Portugal,-1,9.666666666666666,7.083333333333333
18415,Australia,Jordan,4,47.083333333333336,77.5
18416,Belarus,Finland,0,72.83333333333333,73.5
18417,Chile,Bolivia,3,20.5,57.833333333333336
18418,China PR,Netherlands,-2,96.5,7.666666666666667
18419,Colombia,Peru,2,4.916666666666667,34.083333333333336
18420,Denmark,Armenia,-4,23.583333333333332,66.83333333333333
18421,Ecuador,Argentina,0,15.666666666666666,3.0833333333333335
18422,Estonia,Kyrgyzstan,0,89.66666666666667,0.0
18423,Guatemala,Belize,0,97.33333333333333,141.0
18424,Honduras,Jamaica,2,47.333333333333336,66.41666666666667
18425,Iran,Lebanon,4,0.0,126.16666666666667
18426,Iraq,Japan,-1,99.58333333333333,35.083333333333336
18427,Italy,Haiti,0,6.333333333333333,64.58333333333333
18428,South Korea,Uzbekistan,1,0.0,60.583333333333336
18429,Mexico,Costa Rica,0,18.166666666666668,43.5
18430,Norway,North Macedonia,2,34.5,82.08333333333333
18431,Qatar,North Korea,0,104.5,0.0
18432,Spain,Republic of Ireland,2,1.0,48.333333333333336
18433,Sweden,Faroe Islands,2,24.833333333333332,165.91666666666666
18434,United States,Panama,2,0.0,40.416666666666664
18435,Venezuela,Uruguay,-1,39.25,12.5
18436,Ghana,Ivory Coast,2,22.75,0.0
18437,Malawi,Kenya,0,114.5,121.66666666666667
18438,Namibia,Nigeria,0,125.33333333333333,34.5
18439,Ghana,Ivory Coast,0,22.75,0.0
18440,Guatemala,Argentina,-4,97.33333333333333,3.0833333333333335
18441,Libya,Togo,2,63.75,73.58333333333333
18442,Moldova,Kyrgyzstan,2,122.75,0.0
18443,Botswana,Central African Republic,3,113.75,78.33333333333333
18444,Brazil,Japan,3,14.25,35.083333333333336
18445,Cape Verde,Sierra Leone,1,0.0,70.58333333333333
18446,China PR,Thailand,-4,96.5,140.25
18447,Congo,Burkina Faso,-1,89.08333333333333,54.333333333333336
18448,Gabon,Niger,4,77.33333333333333,102.16666666666667
18449,Morocco,Gambia,2,75.25,146.16666666666666
18450,Uganda,Angola,2,85.08333333333333,91.5
18451,Zambia,Sudan,0,55.083333333333336,127.25
18452,DR Congo,Cameroon,0,0.0,62.916666666666664
18453,Equatorial Guinea,Tunisia,0,89.16666666666667,46.083333333333336
18454,Ethiopia,South Africa,2,102.25,63.416666666666664
18455,Guinea,Zimbabwe,2,69.25,104.66666666666667
18456,Lesotho,Ghana,-2,153.08333333333334,22.75
18457,Liberia,Senegal,-2,107.0,76.5
18458,Mali,Benin,0,31.25,99.66666666666667
18459,Mexico,Italy,-1,18.166666666666668,6.333333333333333
18460,Mozambique,Egypt,-1,110.5,59.083333333333336
18461,Rwanda,Algeria,-1,132.5,31.25
18462,Spain,Uruguay,2,1.0,12.5
18463,Tanzania,Ivory Coast,-2,121.66666666666667,0.0
18464,Tahiti,Nigeria,-5,142.5,34.5
18465,Australia,Iraq,1,47.083333333333336,99.58333333333333
18466,Costa Rica,Panama,2,43.5,40.416666666666664
18467,Jordan,Oman,1,77.5,98.16666666666667
18468,South Korea,Iran,-1,0.0,0.0
18469,United States,Honduras,1,0.0,47.333333333333336
18470,Uzbekistan,Qatar,5,60.583333333333336,104.5
18471,Brazil,Mexico,2,14.25,18.166666666666668
18472,Italy,Japan,4,6.333333333333333,35.083333333333336
18473,Nigeria,Uruguay,-1,34.5,12.5
18474,Spain,Tahiti,10,1.0,142.5
18475,Brazil,Italy,4,14.25,6.333333333333333
18476,Japan,Mexico,-1,35.083333333333336,18.166666666666668
18477,Monaco,Vatican City,2,0.0,0.0
18478,Nigeria,Spain,-3,34.5,1.0
18479,Eswatini,Angola,-1,0.0,91.5
18480,Uruguay,Tahiti,8,12.5,142.5
18481,Brazil,Uruguay,2,14.25,12.5
18482,Spain,Italy,0,1.0,6.333333333333333
18483,Angola,Eswatini,1,91.5,0.0
18484,Libya,Burkina Faso,2,63.75,54.333333333333336
18485,Brazil,Spain,3,14.25,1.0
18486,Uruguay,Italy,0,12.5,6.333333333333333
18487,Mali,Guinea,3,31.25,69.25
18488,Nigeria,Ivory Coast,4,34.5,0.0
18489,Namibia,Mauritius,2,125.33333333333333,183.91666666666666
18490,Botswana,Eswatini,0,113.75,0.0
18491,Canada,Martinique,-1,89.0,0.0
18492,DR Congo,Congo,2,0.0,89.08333333333333
18493,Mexico,Panama,-1,18.166666666666668,40.416666666666664
18494,El Salvador,Trinidad and Tobago,0,87.91666666666667,79.08333333333333
18495,Haiti,Honduras,-2,64.58333333333333,47.333333333333336
18496,Kenya,Lesotho,0,121.66666666666667,153.08333333333334
18497,Namibia,Seychelles,4,125.33333333333333,195.83333333333334
18498,Costa Rica,Cuba,3,43.5,82.83333333333333
18499,Kenya,Eswatini,2,121.66666666666667,0.0
18500,Lesotho,Botswana,0,153.08333333333334,113.75
18501,United States,Belize,6,0.0,141.0
18502,Mauritius,Seychelles,4,183.91666666666666,195.83333333333334
18503,Kenya,Botswana,-1,121.66666666666667,113.75
18504,Lesotho,Eswatini,2,153.08333333333334,0.0
18505,Mexico,Canada,2,18.166666666666668,89.0
18506,Panama,Martinique,1,40.416666666666664,0.0
18507,Honduras,El Salvador,1,47.333333333333336,87.91666666666667
18508,Trinidad and Tobago,Haiti,-2,79.08333333333333,64.58333333333333
18509,Costa Rica,Belize,1,43.5,141.0
18510,Morocco,Tunisia,0,75.25,46.083333333333336
18511,South Africa,Namibia,2,63.416666666666664,125.33333333333333
18512,United States,Cuba,4,0.0,82.83333333333333
18513,Zimbabwe,Malawi,0,104.66666666666667,114.5
18514,Martinique,Mexico,-2,0.0,18.166666666666668
18515,Panama,Canada,0,40.416666666666664,89.0
18516,Zambia,Mozambique,3,55.083333333333336,110.5
18517,Bermuda,Greenland,3,161.75,0.0
18518,Frøya,Falkland Islands,-1,0.0,0.0
18519,El Salvador,Haiti,1,87.91666666666667,64.58333333333333
18520,Honduras,Trinidad and Tobago,-2,47.333333333333336,79.08333333333333
18521,Bermuda,Falkland Islands,8,161.75,0.0
18522,Greenland,Frøya,12,0.0,0.0
18523,Cuba,Belize,4,82.83333333333333,141.0
18524,Namibia,Mozambique,-1,125.33333333333333,110.5
18525,United States,Costa Rica,1,0.0,43.5
18526,Zambia,South Africa,0,55.083333333333336,63.416666666666664
18527,Zimbabwe,Lesotho,2,104.66666666666667,153.08333333333334
18528,Falkland Islands,Greenland,-9,0.0,0.0
18529,Bermuda,Frøya,8,161.75,0.0
18530,Falkland Islands,Frøya,6,0.0,0.0
18531,Bermuda,Greenland,1,161.75,0.0
18532,South Korea,Australia,0,0.0,47.083333333333336
18533,Lesotho,South Africa,-1,153.08333333333334,63.416666666666664
18534,Mauritania,Senegal,2,165.08333333333334,76.5
18535,Mexico,Trinidad and Tobago,1,18.166666666666668,79.08333333333333
18536,Panama,Cuba,6,40.416666666666664,82.83333333333333
18537,Zambia,Zimbabwe,2,55.083333333333336,104.66666666666667
18538,Honduras,Costa Rica,1,47.333333333333336,43.5
18539,Japan,China PR,0,35.083333333333336,96.5
18540,United States,El Salvador,5,0.0,87.91666666666667
18541,South Korea,China PR,0,0.0,96.5
18542,Panama,Mexico,2,40.416666666666664,18.166666666666668
18543,United States,Honduras,3,0.0,47.333333333333336
18544,Japan,Australia,3,35.083333333333336,47.083333333333336
18545,Ivory Coast,Nigeria,2,0.0,34.5
18546,Niger,Burkina Faso,1,102.16666666666667,54.333333333333336
18547,Rwanda,Ethiopia,1,132.5,102.25
18548,Uganda,Tanzania,3,85.08333333333333,121.66666666666667
18549,Australia,China PR,-1,47.083333333333336,96.5
18550,Cameroon,Gabon,1,62.916666666666664,77.33333333333333
18551,Congo,DR Congo,1,89.08333333333333,0.0
18552,Guinea,Mali,1,69.25,31.25
18553,South Korea,Japan,-1,0.0,35.083333333333336
18554,Mauritius,Zimbabwe,-3,183.91666666666666,104.66666666666667
18555,Mozambique,Namibia,3,110.5,125.33333333333333
18556,Sudan,Burundi,0,127.25,120.25
18557,United States,Panama,1,0.0,40.416666666666664
18558,Namibia,Mozambique,3,125.33333333333333,110.5
18559,Zimbabwe,Mauritius,1,104.66666666666667,183.91666666666666
18560,Gabon,Cameroon,1,77.33333333333333,62.916666666666664
18561,Jordan,Libya,2,77.5,63.75
18562,Albania,Armenia,2,51.583333333333336,66.83333333333333
18563,Algeria,Guinea,0,31.25,69.25
18564,Austria,Greece,-2,61.833333333333336,12.416666666666666
18565,Azerbaijan,Malta,3,110.5,144.0
18566,Belarus,Montenegro,0,72.83333333333333,34.083333333333336
18567,Belgium,France,0,12.916666666666666,19.666666666666668
18568,Bosnia and Herzegovina,United States,-1,19.25,0.0
18569,Chile,Iraq,6,20.5,99.58333333333333
18570,Colombia,Serbia,1,4.916666666666667,36.416666666666664
18571,Dominican Republic,Costa Rica,-4,92.83333333333333,43.5
18572,Ecuador,Spain,-2,15.666666666666666,1.0
18573,Egypt,Uganda,3,59.083333333333336,85.08333333333333
18574,England,Scotland,3,9.916666666666666,57.75
18575,Estonia,Latvia,0,89.66666666666667,113.75
18576,Finland,Slovenia,2,73.5,44.083333333333336
18577,Gabon,Cape Verde,0,77.33333333333333,0.0
18578,Germany,Paraguay,0,2.0833333333333335,44.083333333333336
18579,Hungary,Czech Republic,0,35.0,26.916666666666668
18580,Iceland,Faroe Islands,1,69.0,165.91666666666666
18581,Indonesia,Philippines,2,165.58333333333334,141.08333333333334
18582,Italy,Argentina,-1,6.333333333333333,3.0833333333333335
18583,Japan,Uruguay,-2,35.083333333333336,12.5
18584,Kazakhstan,Georgia,1,140.25,90.58333333333333
18585,South Korea,Peru,0,0.0,34.083333333333336
18586,Libya,Central African Republic,0,63.75,78.33333333333333
18587,Liechtenstein,Croatia,-1,152.83333333333334,9.666666666666666
18588,Luxembourg,Lithuania,2,139.0,108.66666666666667
18589,North Macedonia,Bulgaria,2,82.08333333333333,57.333333333333336
18590,Mexico,Ivory Coast,4,18.166666666666668,0.0
18591,Moldova,Andorra,0,122.75,202.66666666666666
18592,Morocco,Burkina Faso,-1,75.25,54.333333333333336
18593,Northern Ireland,Russia,1,102.16666666666667,14.416666666666666
18594,Poland,Denmark,3,66.83333333333333,23.583333333333332
18595,Portugal,Netherlands,0,7.083333333333333,7.666666666666667
18596,Romania,Slovakia,0,32.25,56.833333333333336
18597,Rwanda,Malawi,-1,132.5,114.5
18598,Singapore,Oman,-2,158.16666666666666,98.16666666666667
18599,South Africa,Nigeria,-2,63.416666666666664,34.5
18600,Sweden,Norway,4,24.833333333333332,34.5
18601,Switzerland,Brazil,1,12.666666666666666,14.25
18602,Tajikistan,India,3,119.83333333333333,152.0
