home_team,away_team,home_goals,away_goals,Ranking_home_team,Ranking_away_team,Total_Score_home_team,Total_Score_away_team,Total_count_home_team,Total_count_away_team,Year,tournament,HomeTeamRank_Difference,AwayTeamRank_Difference
China PR,Japan,0,2,56,66,26,22,0,0,1992,Dynasty Cup,-10,10
South Korea,North Korea,1,1,0,0,0,0,0,0,1992,Dynasty Cup,0,0
China PR,South Korea,0,2,56,0,26,0,0,0,1992,Dynasty Cup,56,-56
Finland,Poland,0,0,44,20,31,46,0,0,1992,Friendly,24,-24
France,Brazil,0,2,19,3,46,56,0,0,1992,Friendly,16,-16
Hungary,Ukraine,2,1,36,129,36,4,0,0,1992,Friendly,-93,93
Iraq,Moldova,1,0,82,0,15,0,0,0,1992,Jordan International Tournament,82,-82
Japan,North Korea,4,1,66,0,22,0,0,0,1992,Dynasty Cup,66,-66
Jordan,Congo,2,1,110,90,8,13,0,0,1992,Jordan International Tournament,20,-20
Latvia,Denmark,0,0,99,9,10,52,0,0,1992,FIFA World Cup qualification,90,-90
Norway,Sweden,2,2,14,4,49,56,0,0,1992,Friendly,10,-10
Romania,Mexico,2,0,11,25,51,43,0,0,1992,Friendly,-14,14
Turkey,Bulgaria,3,2,42,26,31,41,0,0,1992,Friendly,16,-16
Congo,Moldova,1,3,90,0,13,0,0,0,1992,Jordan International Tournament,90,-90
Jordan,Iraq,2,0,110,82,8,15,0,0,1992,Jordan International Tournament,28,-28
China PR,North Korea,0,0,56,0,26,0,0,0,1992,Dynasty Cup,56,-56
Japan,South Korea,2,2,66,0,22,0,0,0,1992,Dynasty Cup,66,-66
Kenya,DR Congo,1,3,76,0,17,0,0,0,1992,African Cup of Nations qualification,76,-76
Malawi,Mali,1,1,53,69,27,22,0,0,1992,African Cup of Nations qualification,-16,16
Nigeria,Uganda,2,0,13,92,50,12,0,0,1992,African Cup of Nations qualification,-79,79
Sierra Leone,Algeria,1,0,79,30,16,39,0,0,1992,African Cup of Nations qualification,49,-49
Cameroon,Benin,2,0,22,127,43,4,0,0,1992,African Cup of Nations qualification,-105,105
Congo,Chad,2,0,90,155,13,0,0,0,1992,African Cup of Nations qualification,-65,65
Ethiopia,Sudan,3,0,85,111,14,7,0,0,1992,African Cup of Nations qualification,-26,26
Ghana,Burkina Faso,3,0,39,97,34,11,0,0,1992,African Cup of Nations qualification,-58,58
Guinea,Burundi,2,2,63,100,24,10,0,0,1992,African Cup of Nations qualification,-37,37
Liberia,Tanzania,1,1,84,80,15,15,0,0,1992,African Cup of Nations qualification,4,-4
Mauritius,Zimbabwe,0,1,112,54,7,27,0,0,1992,African Cup of Nations qualification,58,-58
Mozambique,Lesotho,3,0,107,142,9,2,0,0,1992,African Cup of Nations qualification,-35,35
Niger,Gabon,1,3,81,55,15,27,0,0,1992,African Cup of Nations qualification,26,-26
Senegal,Guinea-Bissau,3,0,51,117,27,6,0,0,1992,African Cup of Nations qualification,-66,66
South Africa,Zambia,0,1,124,32,5,38,0,0,1992,African Cup of Nations qualification,92,-92
Austria,Portugal,1,1,34,33,38,38,0,0,1992,Friendly,1,-1
Czechoslovakia,Belgium,1,2,18,17,47,48,0,0,1992,FIFA World Cup qualification,1,-1
Greece,Cyprus,2,3,31,72,38,20,0,0,1992,Friendly,-41,41
Lithuania,Georgia,1,0,93,0,12,0,0,0,1992,Friendly,93,-93
Canada,United States,0,2,57,0,25,0,0,0,1992,Friendly,57,-57
Solomon Islands,Australia,1,2,136,45,2,29,0,0,1992,FIFA World Cup qualification,91,-91
Bulgaria,France,2,0,26,19,41,46,0,0,1992,FIFA World Cup qualification,7,-7
Denmark,Germany,1,2,9,1,52,57,0,0,1992,Friendly,8,-8
Finland,Sweden,0,1,44,4,31,56,0,0,1992,FIFA World Cup qualification,40,-40
Republic of Ireland,Latvia,4,0,6,99,54,10,0,0,1992,FIFA World Cup qualification,-93,93
Luxembourg,Hungary,0,3,103,36,10,36,0,0,1992,FIFA World Cup qualification,67,-67
Netherlands,Italy,2,3,7,2,54,57,0,0,1992,Friendly,5,-5
Northern Ireland,Albania,3,0,43,86,31,14,0,0,1992,FIFA World Cup qualification,-43,43
Norway,San Marino,10,0,14,126,49,4,0,0,1992,FIFA World Cup qualification,-112,112
Poland,Israel,1,1,20,64,46,23,0,0,1992,Friendly,-44,44
Spain,England,1,0,15,5,49,55,0,0,1992,Friendly,10,-10
Switzerland,Scotland,3,1,12,23,51,43,0,0,1992,FIFA World Cup qualification,-11,11
Wales,Faroe Islands,6,0,28,94,40,12,0,0,1992,FIFA World Cup qualification,-66,66
Tahiti,Australia,0,3,123,45,5,29,0,0,1992,FIFA World Cup qualification,78,-78
Fiji,Vanuatu,3,0,106,159,9,0,0,0,1992,FIFA World Cup qualification,-53,53
El Salvador,Honduras,3,1,50,40,28,32,0,0,1992,Friendly,10,-10
Turkmenistan,Kazakhstan,1,1,0,0,0,0,0,0,1992,Friendly,0,0
Georgia,Azerbaijan,6,3,0,0,0,0,0,0,1992,Friendly,0,0
Honduras,El Salvador,1,1,40,50,32,28,0,0,1992,Friendly,-10,10
Australia,Tahiti,2,0,45,123,29,5,0,0,1992,FIFA World Cup qualification,-78,78
Honduras,Jamaica,5,1,40,67,32,22,0,0,1992,Friendly,-27,27
Brazil,Costa Rica,4,2,3,37,56,35,0,0,1992,Friendly,-34,34
Czechoslovakia,Faroe Islands,4,0,18,94,47,12,0,0,1992,FIFA World Cup qualification,-76,76
Hungary,Israel,0,0,36,64,36,23,0,0,1992,Friendly,-28,28
Latvia,Spain,0,0,99,15,10,49,0,0,1992,FIFA World Cup qualification,84,-84
Lithuania,Denmark,0,0,93,9,12,52,0,0,1992,FIFA World Cup qualification,84,-84
Norway,Netherlands,2,1,14,7,49,54,0,0,1992,FIFA World Cup qualification,7,-7
Poland,Turkey,1,0,20,42,46,31,0,0,1992,FIFA World Cup qualification,-22,22
Uruguay,Argentina,0,0,16,10,48,51,0,0,1992,Copa Lipton,6,-6
Honduras,Jamaica,7,0,40,67,32,22,0,0,1992,Friendly,-27,27
Australia,Solomon Islands,6,1,45,136,29,2,0,0,1992,FIFA World Cup qualification,-91,91
Kyrgyzstan,Kazakhstan,1,1,0,0,0,0,0,0,1992,Friendly,0,0
Vanuatu,Fiji,0,3,159,106,0,9,0,0,1992,FIFA World Cup qualification,53,-53
Saint Vincent and the Grenadines,Jamaica,0,1,0,67,0,22,0,0,1992,Friendly,-67,67
Botswana,Kenya,1,3,139,76,2,17,0,0,1992,Friendly,63,-63
Iran,Cameroon,1,1,0,22,0,43,0,0,1992,Friendly,-22,22
Botswana,Kenya,0,1,139,76,2,17,0,0,1992,Friendly,63,-63
Kyrgyzstan,Uzbekistan,2,6,0,0,0,0,0,0,1992,Friendly,0,0
Gabon,Chad,1,0,55,155,27,0,0,0,1992,Friendly,-100,100
Guinea-Bissau,Sierra Leone,0,3,117,79,6,16,0,0,1992,African Cup of Nations qualification,38,-38
Iran,Cameroon,0,0,0,22,0,43,0,0,1992,Friendly,-22,22
Jamaica,Saint Vincent and the Grenadines,3,3,67,0,22,0,0,0,1992,Friendly,67,-67
Mali,Morocco,2,1,69,41,22,32,0,0,1992,African Cup of Nations qualification,28,-28
Togo,Algeria,0,0,101,30,10,39,0,0,1992,African Cup of Nations qualification,71,-71
Saudi Arabia,Cameroon,2,1,48,22,28,43,0,0,1992,Friendly,26,-26
Cyprus,Malta,3,0,72,73,20,19,0,0,1992,Friendly,-1,1
El Salvador,Mexico,0,2,50,25,28,43,0,0,1992,Friendly,25,-25
Iceland,Greece,0,1,46,31,29,38,0,0,1992,FIFA World Cup qualification,15,-15
San Marino,Norway,0,2,126,14,4,49,0,0,1992,FIFA World Cup qualification,112,-112
Sweden,Bulgaria,2,0,4,26,56,41,0,0,1992,FIFA World Cup qualification,-22,22
Algeria,Burundi,3,1,30,100,39,10,0,0,1992,FIFA World Cup qualification,-70,70
Tahiti,Solomon Islands,4,2,123,136,5,2,0,0,1992,FIFA World Cup qualification,-13,13
United States,Canada,0,0,0,57,0,25,0,0,1992,Friendly,-57,57
Zimbabwe,Togo,1,0,54,101,27,10,0,0,1992,FIFA World Cup qualification,-47,47
Nigeria,South Africa,4,0,13,124,50,5,0,0,1992,FIFA World Cup qualification,-111,111
DR Congo,Liberia,4,2,0,84,0,15,0,0,1992,FIFA World Cup qualification,-84,84
Egypt,Angola,1,0,21,102,45,10,0,0,1992,FIFA World Cup qualification,-81,81
Gabon,Mozambique,3,1,55,107,27,9,0,0,1992,FIFA World Cup qualification,-52,52
Ivory Coast,Botswana,6,0,0,139,0,2,0,0,1992,FIFA World Cup qualification,-139,139
Madagascar,Namibia,3,0,74,158,18,0,0,0,1992,FIFA World Cup qualification,-84,84
Morocco,Ethiopia,5,0,41,85,32,14,0,0,1992,FIFA World Cup qualification,-44,44
Qatar,Hungary,1,4,52,36,27,36,0,0,1992,Friendly,16,-16
Tunisia,Benin,5,1,38,127,35,4,0,0,1992,FIFA World Cup qualification,-89,89
Zambia,Tanzania,2,0,32,80,38,15,0,0,1992,FIFA World Cup qualification,-48,48
Qatar,Hungary,1,1,52,36,27,36,0,0,1992,Friendly,16,-16
Armenia,Moldova,0,0,0,0,0,0,0,0,1992,Friendly,0,0
Belgium,Romania,1,0,17,11,48,51,0,0,1992,FIFA World Cup qualification,6,-6
Cyprus,Wales,0,1,72,28,20,40,0,0,1992,FIFA World Cup qualification,44,-44
Denmark,Republic of Ireland,0,0,9,6,52,54,0,0,1992,FIFA World Cup qualification,3,-3
England,Norway,1,1,5,14,55,49,0,0,1992,FIFA World Cup qualification,-9,9
France,Austria,2,0,19,34,46,38,0,0,1992,FIFA World Cup qualification,-15,15
Germany,Mexico,1,1,1,25,57,43,0,0,1992,Friendly,-24,24
Italy,Switzerland,2,2,2,12,57,51,0,0,1992,FIFA World Cup qualification,-10,10
Lithuania,Slovakia,0,1,93,0,12,0,0,0,1992,Friendly,93,-93
Netherlands,Poland,2,2,7,20,54,46,0,0,1992,FIFA World Cup qualification,-13,13
Northern Ireland,Spain,0,0,43,15,31,49,0,0,1992,FIFA World Cup qualification,28,-28
Russia,Iceland,1,0,8,46,52,29,0,0,1992,FIFA World Cup qualification,-38,38
Scotland,Portugal,0,0,23,33,43,38,0,0,1992,FIFA World Cup qualification,-10,10
Turkmenistan,Kyrgyzstan,4,0,0,0,0,0,0,0,1992,Friendly,0,0
Uzbekistan,Kazakhstan,1,1,0,0,0,0,0,0,1992,Friendly,0,0
Saudi Arabia,United States,3,0,48,0,28,0,0,0,1992,Confederations Cup,48,-48
Argentina,Ivory Coast,4,0,10,0,51,0,0,0,1992,Confederations Cup,10,-10
Bermuda,El Salvador,1,0,58,50,25,28,0,0,1992,FIFA World Cup qualification,8,-8
Cameroon,Eswatini,5,0,22,0,43,0,0,0,1992,FIFA World Cup qualification,22,-22
Jamaica,Canada,1,1,67,57,22,25,0,0,1992,FIFA World Cup qualification,10,-10
Kuwait,Iran,1,1,71,0,21,0,0,0,1992,Friendly,71,-71
Niger,Mali,0,2,81,69,15,22,0,0,1992,Friendly,12,-12
United States,Ivory Coast,5,2,0,0,0,0,0,0,1992,Confederations Cup,0,0
Saudi Arabia,Argentina,1,3,48,10,28,51,0,0,1992,Confederations Cup,38,-38
South Korea,United Arab Emirates,0,0,0,59,0,25,0,0,1992,Friendly,-59,59
Croatia,Mexico,3,0,113,25,7,43,0,0,1992,Friendly,88,-88
Kuwait,Oman,4,0,71,116,21,6,0,0,1992,Friendly,-45,45
South Africa,Congo,1,0,124,90,5,13,0,0,1992,FIFA World Cup qualification,34,-34
Benin,Morocco,0,1,127,41,4,32,0,0,1992,FIFA World Cup qualification,86,-86
Bermuda,Jamaica,1,1,58,67,25,22,0,0,1992,FIFA World Cup qualification,-9,9
Burundi,Ghana,1,0,100,39,10,34,0,0,1992,FIFA World Cup qualification,61,-61
El Salvador,Canada,1,1,50,57,28,25,0,0,1992,FIFA World Cup qualification,-7,7
Ethiopia,Tunisia,0,0,85,38,14,35,0,0,1992,FIFA World Cup qualification,47,-47
Kazakhstan,Kyrgyzstan,2,0,0,0,0,0,0,0,1992,Friendly,0,0
Malta,Estonia,0,0,73,132,19,3,0,0,1992,FIFA World Cup qualification,-59,59
Mozambique,Senegal,0,1,107,51,9,27,0,0,1992,FIFA World Cup qualification,56,-56
Namibia,Zambia,0,4,158,32,0,38,0,0,1992,FIFA World Cup qualification,126,-126
Niger,Ivory Coast,0,0,81,0,15,0,0,0,1992,FIFA World Cup qualification,81,-81
Eswatini,DR Congo,1,0,0,0,0,0,0,0,1992,FIFA World Cup qualification,0,0
Tanzania,Madagascar,0,0,80,74,15,18,0,0,1992,FIFA World Cup qualification,6,-6
Togo,Egypt,1,4,101,21,10,45,0,0,1992,FIFA World Cup qualification,80,-80
Turkmenistan,Uzbekistan,1,0,0,0,0,0,0,0,1992,Friendly,0,0
Austria,Israel,5,2,34,64,38,23,0,0,1992,FIFA World Cup qualification,-30,30
Belarus,Ukraine,1,1,146,129,1,4,0,0,1992,Friendly,17,-17
Lithuania,Latvia,1,1,93,99,12,10,0,0,1992,FIFA World Cup qualification,-6,6
Russia,Luxembourg,2,0,8,103,52,10,0,0,1992,FIFA World Cup qualification,-95,95
Turkey,San Marino,4,1,42,126,31,4,0,0,1992,FIFA World Cup qualification,-84,84
Qatar,Thailand,1,1,52,75,27,18,0,0,1992,AFC Asian Cup,-23,23
Saudi Arabia,China PR,1,1,48,56,28,26,0,0,1992,AFC Asian Cup,-8,8
Japan,United Arab Emirates,0,0,66,59,22,25,0,0,1992,AFC Asian Cup,7,-7
North Korea,Iran,0,2,0,0,0,0,0,0,1992,AFC Asian Cup,0,0
China PR,Thailand,0,0,56,75,26,18,0,0,1992,AFC Asian Cup,-19,19
Saudi Arabia,Qatar,1,1,48,52,28,27,0,0,1992,AFC Asian Cup,-4,4
Canada,Jamaica,1,0,57,67,25,22,0,0,1992,FIFA World Cup qualification,-10,10
El Salvador,Bermuda,4,1,50,58,28,25,0,0,1992,FIFA World Cup qualification,-8,8
Japan,North Korea,1,1,66,0,22,0,0,0,1992,AFC Asian Cup,66,-66
United Arab Emirates,Iran,0,0,59,0,25,0,0,0,1992,AFC Asian Cup,59,-59
China PR,Qatar,2,1,56,52,26,27,0,0,1992,AFC Asian Cup,4,-4
Egypt,Kuwait,1,1,21,71,45,21,0,0,1992,Friendly,-50,50
Saudi Arabia,Thailand,4,0,48,75,28,18,0,0,1992,AFC Asian Cup,-27,27
Japan,Iran,1,0,66,0,22,0,0,0,1992,AFC Asian Cup,66,-66
United Arab Emirates,North Korea,2,1,59,0,25,0,0,0,1992,AFC Asian Cup,59,-59
Japan,China PR,3,2,66,56,22,26,0,0,1992,AFC Asian Cup,10,-10
Saudi Arabia,United Arab Emirates,2,0,48,59,28,25,0,0,1992,AFC Asian Cup,-11,11
Tunisia,Finland,1,1,38,44,35,31,0,0,1992,Friendly,-6,6
Zimbabwe,Malawi,0,1,54,53,27,27,0,0,1992,Friendly,1,-1
Canada,El Salvador,2,3,57,50,25,28,0,0,1992,FIFA World Cup qualification,7,-7
China PR,United Arab Emirates,1,1,56,59,26,25,0,0,1992,AFC Asian Cup,-3,3
Costa Rica,Honduras,2,3,37,40,35,32,0,0,1992,FIFA World Cup qualification,-3,3
Jamaica,Bermuda,3,2,67,58,22,25,0,0,1992,FIFA World Cup qualification,9,-9
Japan,Saudi Arabia,1,0,66,48,22,28,0,0,1992,AFC Asian Cup,18,-18
Morocco,Egypt,0,0,41,21,32,45,0,0,1992,African Cup of Nations qualification,20,-20
Togo,Guinea-Bissau,0,0,101,117,10,6,0,0,1992,African Cup of Nations qualification,-16,16
Zimbabwe,Malawi,4,1,54,53,27,27,0,0,1992,Friendly,1,-1
Albania,Latvia,1,1,86,99,14,10,0,0,1992,FIFA World Cup qualification,-13,13
Bulgaria,Portugal,1,2,26,33,41,38,0,0,1992,Friendly,-7,7
Greece,Hungary,0,0,31,36,38,36,0,0,1992,FIFA World Cup qualification,-5,5
Israel,Sweden,1,3,64,4,23,56,0,0,1992,FIFA World Cup qualification,60,-60
France,Finland,2,1,19,44,46,31,0,0,1992,FIFA World Cup qualification,-25,25
Romania,Czechoslovakia,1,1,11,18,51,47,0,0,1992,FIFA World Cup qualification,-7,7
Canada,Bermuda,4,2,57,58,25,25,0,0,1992,FIFA World Cup qualification,-1,1
Ethiopia,Zanzibar,3,0,85,0,14,0,0,0,1992,CECAFA Cup,85,-85
Kenya,Uganda,1,1,76,92,17,12,0,0,1992,CECAFA Cup,-16,16
Mexico,Honduras,2,0,25,40,43,32,0,0,1992,FIFA World Cup qualification,-15,15
Niger,Mali,0,1,81,69,15,22,0,0,1992,Friendly,12,-12
Tanzania,Malawi,1,1,80,53,15,27,0,0,1992,CECAFA Cup,27,-27
Ethiopia,Zambia,2,3,85,32,14,38,0,0,1992,CECAFA Cup,53,-53
United Arab Emirates,Senegal,1,1,59,51,25,27,0,0,1992,Friendly,8,-8
Belgium,Wales,2,0,17,28,48,40,0,0,1992,FIFA World Cup qualification,-11,11
Cyprus,Slovenia,1,1,72,131,20,3,0,0,1992,Friendly,-59,59
England,Turkey,4,0,5,42,55,31,0,0,1992,FIFA World Cup qualification,-37,37
Germany,Austria,0,0,1,34,57,38,0,0,1992,Friendly,-33,33
Kenya,Seychelles,2,1,76,147,17,1,0,0,1992,CECAFA Cup,-71,71
Northern Ireland,Denmark,0,1,43,9,31,52,0,0,1992,FIFA World Cup qualification,34,-34
Poland,Latvia,1,0,20,99,46,10,0,0,1992,Friendly,-79,79
Scotland,Italy,0,0,23,2,43,57,0,0,1992,FIFA World Cup qualification,21,-21
Spain,Republic of Ireland,0,0,15,6,49,54,0,0,1992,FIFA World Cup qualification,9,-9
Switzerland,Malta,3,0,12,73,51,19,0,0,1992,FIFA World Cup qualification,-61,61
Tanzania,Zanzibar,0,1,80,0,15,0,0,0,1992,CECAFA Cup,80,-80
Malawi,Zambia,1,0,53,32,27,38,0,0,1992,CECAFA Cup,21,-21
United Arab Emirates,Senegal,2,2,59,51,25,27,0,0,1992,Friendly,8,-8
Egypt,Kuwait,1,1,21,71,45,21,0,0,1992,Friendly,-50,50
Tanzania,Ethiopia,2,1,80,85,15,14,0,0,1992,CECAFA Cup,-5,5
Seychelles,Uganda,2,5,147,92,1,12,0,0,1992,CECAFA Cup,55,-55
Zambia,Zanzibar,8,0,32,0,38,0,0,0,1992,CECAFA Cup,32,-32
Ethiopia,Malawi,1,2,85,53,14,27,0,0,1992,CECAFA Cup,32,-32
Jamaica,El Salvador,0,2,67,50,22,28,0,0,1992,FIFA World Cup qualification,17,-17
Mexico,Costa Rica,4,0,25,37,43,35,0,0,1992,FIFA World Cup qualification,-12,12
Tanzania,Zambia,1,2,80,32,15,38,0,0,1992,CECAFA Cup,48,-48
Algeria,United Arab Emirates,0,0,30,59,39,25,0,0,1992,Friendly,-29,29
Malawi,Zanzibar,3,1,53,0,27,0,0,0,1992,CECAFA Cup,53,-53
Brazil,Uruguay,1,2,3,16,56,48,0,0,1992,Friendly,-13,13
Uganda,Zambia,0,0,92,32,12,38,0,0,1992,Friendly,60,-60
Argentina,Poland,2,0,10,20,51,46,0,0,1992,Friendly,-10,10
Qatar,Oman,2,0,52,116,27,6,0,0,1992,Gulf Cup,-64,64
Malawi,Zambia,0,4,53,32,27,38,0,0,1992,CECAFA Cup,21,-21
Saudi Arabia,Bahrain,1,2,48,88,28,13,0,0,1992,Gulf Cup,-40,40
United Arab Emirates,Kuwait,0,2,59,71,25,21,0,0,1992,Gulf Cup,-12,12
Costa Rica,Mexico,2,0,37,25,35,43,0,0,1992,FIFA World Cup qualification,12,-12
Cyprus,Romania,1,4,72,11,20,51,0,0,1992,FIFA World Cup qualification,61,-61
Uruguay,Poland,0,1,16,20,48,46,0,0,1992,Friendly,-4,4
Kuwait,Oman,2,1,71,116,21,6,0,0,1992,Gulf Cup,-45,45
Saudi Arabia,United Arab Emirates,0,1,48,59,28,25,0,0,1992,Gulf Cup,-11,11
Qatar,Bahrain,1,0,52,88,27,13,0,0,1992,Gulf Cup,-36,36
China PR,Norway,2,1,56,14,26,49,0,0,1992,Friendly,42,-42
Guatemala,Jamaica,2,1,83,67,15,22,0,0,1992,Friendly,16,-16
Israel,Bulgaria,0,2,64,26,23,41,0,0,1992,FIFA World Cup qualification,38,-38
Qatar,Kuwait,4,0,52,71,27,21,0,0,1992,Gulf Cup,-19,19
Bahrain,United Arab Emirates,0,2,88,59,13,25,0,0,1992,Gulf Cup,29,-29
Oman,Saudi Arabia,0,2,116,48,6,28,0,0,1992,Gulf Cup,68,-68
Honduras,Costa Rica,2,1,40,37,32,35,0,0,1992,FIFA World Cup qualification,3,-3
Bermuda,Canada,0,0,58,57,25,25,0,0,1992,FIFA World Cup qualification,1,-1
El Salvador,Jamaica,2,1,50,67,28,22,0,0,1992,FIFA World Cup qualification,-17,17
Kuwait,Saudi Arabia,1,2,71,48,21,28,0,0,1992,Gulf Cup,23,-23
Qatar,United Arab Emirates,1,0,52,59,27,25,0,0,1992,Gulf Cup,-7,7
Bahrain,Oman,3,0,88,116,13,6,0,0,1992,Gulf Cup,-28,28
Singapore,Malaysia,3,0,89,91,13,13,0,0,1992,Merlion Cup,-2,2
Oman,United Arab Emirates,0,1,116,59,6,25,0,0,1992,Gulf Cup,57,-57
Kuwait,Bahrain,0,1,71,88,21,13,0,0,1992,Gulf Cup,-17,17
Qatar,Saudi Arabia,0,1,52,48,27,28,0,0,1992,Gulf Cup,4,-4
Honduras,Mexico,1,1,40,25,32,43,0,0,1992,FIFA World Cup qualification,15,-15
Niger,Ghana,0,1,81,39,15,34,0,0,1992,Friendly,42,-42
Brazil,Germany,3,1,3,1,56,57,0,0,1992,Friendly,2,-2
Guinea,Sierra Leone,0,0,63,79,24,16,0,0,1992,Friendly,-16,16
Spain,Latvia,5,0,15,99,49,10,0,0,1992,FIFA World Cup qualification,-84,84
Turkey,Netherlands,1,3,42,7,31,54,0,0,1992,FIFA World Cup qualification,35,-35
Malta,Italy,1,2,73,2,19,57,0,0,1992,FIFA World Cup qualification,71,-71
Tanzania,Namibia,2,0,80,158,15,0,0,0,1992,FIFA World Cup qualification,-78,78
Botswana,Niger,0,1,139,81,2,15,0,0,1992,FIFA World Cup qualification,58,-58
Congo,Nigeria,0,1,90,13,13,50,0,0,1992,FIFA World Cup qualification,77,-77
Ethiopia,Benin,3,1,85,127,14,4,0,0,1992,FIFA World Cup qualification,-42,42
Gabon,Senegal,3,2,55,51,27,27,0,0,1992,FIFA World Cup qualification,4,-4
Ghana,Algeria,2,0,39,30,34,39,0,0,1992,FIFA World Cup qualification,9,-9
Guinea,Kenya,4,0,63,76,24,17,0,0,1992,FIFA World Cup qualification,-13,13
Madagascar,Zambia,2,0,74,32,18,38,0,0,1992,FIFA World Cup qualification,42,-42
Tunisia,Morocco,1,1,38,41,35,32,0,0,1992,FIFA World Cup qualification,-3,3
Uruguay,Germany,1,4,16,1,48,57,0,0,1992,Friendly,15,-15
Zimbabwe,Egypt,2,1,54,21,27,45,0,0,1992,FIFA World Cup qualification,33,-33
Cyprus,Georgia,1,0,72,0,20,0,0,0,1992,Friendly,72,-72
Burkina Faso,Mali,3,1,97,69,11,22,0,0,1992,Friendly,28,-28
Ghana,Mali,1,1,41.6,72.4,37,24.8,4,5,1993,Friendly,-30.8,30.8
Gabon,Burkina Faso,1,1,57,121,31.2,8.4,6,1,1993,Friendly,-64,64
Kuwait,Lebanon,2,0,62.2,109.4,29.8,11,6,0,1993,Friendly,-47.2,47.2
Burkina Faso,Mali,1,0,121,72.4,8.4,24.8,1,5,1993,Friendly,48.6,-48.6
Gabon,Ghana,2,3,57,41.6,31.2,37,6,7,1993,Friendly,15.4,-15.4
Uganda,Tanzania,3,1,97,97.6,14.4,14,2,2,1993,Friendly,-0.6,0.6
Sierra Leone,Togo,0,0,81.6,110.2,20.2,11.2,1,3,1993,African Cup of Nations qualification,-28.6,28.6
Angola,Zimbabwe,1,1,97.4,46.4,14.2,35,0,3,1993,FIFA World Cup qualification,51,-51
Botswana,South Africa,0,2,137,98,4.2,14.4,4,2,1993,Friendly,39,-39
DR Congo,Cameroon,1,2,0,23.2,0,46,3,8,1993,FIFA World Cup qualification,-23.2,23.2
Senegal,Algeria,1,2,58.2,32.6,31,41.8,5,4,1993,African Cup of Nations qualification,25.6,-25.6
Tunisia,Bulgaria,3,0,33.6,32,40.8,42,6,5,1993,Friendly,1.6,-1.6
Uganda,Tanzania,2,0,97,97.6,14.4,14,2,2,1993,Friendly,-0.6,0.6
South Africa,Nigeria,0,0,98,17,14.4,51,5,4,1993,FIFA World Cup qualification,81,-81
Tanzania,Zambia,1,3,97.6,26.6,14,44.6,7,10,1993,FIFA World Cup qualification,71,-71
Benin,Tunisia,0,5,126,33.6,7,40.8,2,1,1993,FIFA World Cup qualification,92.4,-92.4
Botswana,Ivory Coast,0,0,137,0,4.2,0,4,7,1993,FIFA World Cup qualification,137,-137
Burundi,Algeria,0,0,99,32.6,13.6,41.8,2,4,1993,FIFA World Cup qualification,66.4,-66.4
Ethiopia,Morocco,0,1,92.8,31,15.6,42.6,8,4,1993,FIFA World Cup qualification,61.8,-61.8
Mozambique,Gabon,1,1,103.2,57,12,31.2,3,1,1993,FIFA World Cup qualification,46.2,-46.2
Namibia,Madagascar,0,1,155,85,0,18.8,1,1,1993,FIFA World Cup qualification,70,-70
Eswatini,Cameroon,0,0,0,23.2,0,46,1,8,1993,FIFA World Cup qualification,-23.2,23.2
Togo,Zimbabwe,1,2,110.2,46.4,11.2,35,4,3,1993,FIFA World Cup qualification,63.8,-63.8
Angola,Egypt,0,0,97.4,27,14.2,44.2,0,6,1993,FIFA World Cup qualification,70.4,-70.4
North Korea,Bolivia,2,1,0,56.4,0,31.4,4,0,1993,Nehru Cup,-56.4,56.4
Guinea-Bissau,Guinea,2,1,131.4,62.6,5.4,29.4,3,1,1993,Friendly,68.8,-68.8
India,Finland,0,0,111.4,46.2,10.4,34.8,1,5,1993,Nehru Cup,65.2,-65.2
Italy,Mexico,2,0,2,16.2,58.4,50.8,4,9,1993,Friendly,-14.2,14.2
Cameroon,Finland,0,0,23.2,46.2,46,34.8,7,5,1993,Nehru Cup,-23,23
Ghana,Niger,4,0,41.6,80.6,37,20.6,4,3,1993,Friendly,-39,39
Guinea-Bissau,Algeria,1,4,131.4,32.6,5.4,41.8,3,4,1993,African Cup of Nations qualification,98.8,-98.8
Venezuela,Peru,0,0,93.8,71.6,15.6,25,0,0,1993,Friendly,22.2,-22.2
India,Cameroon,1,1,111.4,23.2,10.4,46,1,8,1993,Nehru Cup,88.2,-88.2
Malta,Portugal,0,1,83.8,20.8,19,48,4,6,1993,FIFA World Cup qualification,63,-63
Togo,Senegal,1,1,110.2,58.2,11.2,31,4,4,1993,African Cup of Nations qualification,52,-52
Bolivia,Russia,1,2,56.4,10.8,31.4,53.8,0,10,1993,Nehru Cup,45.6,-45.6
India,Finland,0,2,111.4,46.2,10.4,34.8,1,5,1993,Nehru Cup,65.2,-65.2
Ecuador,Belarus,1,1,42.4,132.8,37,5,1,0,1993,Friendly,-90.4,90.4
Peru,Honduras,1,1,71.6,39.8,25,37.8,0,6,1993,Friendly,31.8,-31.8
Spain,Mexico,1,1,9.2,16.2,54.8,50.8,6,9,1993,Friendly,-7,7
Cameroon,Finland,2,0,23.2,46.2,46,34.8,7,5,1993,Nehru Cup,-23,23
Bolivia,Honduras,3,1,56.4,39.8,31.4,37.8,0,6,1993,Friendly,16.6,-16.6
India,Cameroon,2,2,111.4,23.2,10.4,46,1,8,1993,Nehru Cup,88.2,-88.2
Peru,Belarus,1,1,71.6,132.8,25,5,0,0,1993,Friendly,-61.2,61.2
